GTR3 dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

Am_AcusticPlug26_1.wav Amin ['Amin', 0.46, {'A', 'C', 'E'}, 'E']
C_AcusticPlug23_4.wav Cmaj ['Cmaj', 0.13, {'Bb', 'G', 'C', 'E'}, 'C']
C_AcusticPlug24_1.wav Cmaj ['Cmaj', 0.31, {'G', 'C', 'E'}, 'C']
C_AcusticPlug24_2.wav Cmaj ['Cmaj', 0.27, {'G', 'C', 'E'}, 'C']
C_AcusticPlug24_3.wav Cmaj ['Cmaj', 0.43, {'G', 'C', 'E'}, 'C']
C_AcusticPlug24_4.wav Cmaj ['Cmaj', 0.18, {'G', 'C', 'E'}, 'C']
C_AcusticPlug25_1.wav Cmaj ['Cmaj', 0.25, {'G', 'C', 'E'}, 'C']
C_AcusticPlug25_2.wav Cmaj ['Cmaj', 0.19, {'G', 'C', 'E'}, 'C']
C_AcusticPlug25_3.wav Cmaj ['Cmaj', 0.34, {'G', 'C', 'E'}, 'C']
C_AcusticPlug25_4.wav Cmaj ['Cmaj', 0.14, {'G', 'C', 'D', 'E'}, 'C']
C_AcusticPlug2_1.wav Cmaj ['D', 0.64, {'Bb', 'C', 'D'}, 'D']
C_AcusticPlug2_2.wav Cmaj ['C', 0.49, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug2_3.wav Cmaj ['C', 0.43, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug2_4.wav Cmaj ['D', 0.65, {'Bb', 'C', 'D'}, 'D']
C_AcusticPlug3_1.wav Cmaj ['C', 0.6, {'Bb', 'C', 'D'}, 'C']
C_AcusticPlug3_2.wav Cmaj ['C', 0.49, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug3_3.wav Cmaj ['C', 0.43, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug3_4.wav Cmaj ['Bb', 0.7, {'Bb', 'C', 'D'}, 'Bb']
C_AcusticPlug4_1.wav Cmaj ['Cmaj', 0.47, {'G', 'C', 'E'}, 'E']
C_AcusticPlug4_2.wav Cmaj ['Cmaj', 0.48, {'G', 'C', 'E'}, 'E']
C_AcusticPlug4_3.wav Cmaj ['Cmaj', 0.57, {'G', 'C', 'E'}, 'C']
C_AcusticPlug4_4.wav Cmaj ['Cmaj', 0.54, {'G', 'C', 'E'}, 'E']
C_AcusticPlug5_1.wav Cmaj ['Cmaj', 0.53, {'G', 'C', 'E'}, 'C']
C_AcusticPlug5_2.wav Cmaj ['Cmaj', 0.38, {'G', 'C', 'E'}, 'C']
C_AcusticPlug5_3.wav Cmaj ['Cmaj', 0.43, {'G', 'C', 'E'}, 'C']
C_AcusticPlug5_4.wav Cmaj ['Cmaj', 0.55, {'G', 'C', 'E'}, 'C']
C_AcusticPlug6_1.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_AcusticPlug6_2.wav Cmaj ['Cmaj', 0.22, {'G', 'C', 'E'}, 'C']
C_AcusticPlug6_3.wav Cmaj ['Cmaj', 0.32, {'G', 'C', 'E'}, 'C']
C_AcusticPlug6_4.wav Cmaj ['C', 0.58, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug7_1.wav Cmaj ['C', 0.56, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug7_2.wav Cmaj ['C', 0.42, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug7_3.wav Cmaj ['C', 0.39, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug7_4.wav Cmaj ['C', 0.65, {'Bb', 'C', 'D', 'E'}, 'C']
C_AcusticPlug8_1.wav Cmaj ['C', 0.39, {'Bb', 'C', 'E'}, 'C']
C_AcusticPlug8_2.wav Cmaj ['Cmaj', 0.23, {'G', 'C', 'E'}, 'C']
C_AcusticPlug8_3.wav Cmaj ['Cmaj', 0.21, {'G', 'C', 'E'}, 'C']
C_AcusticPlug8_4.wav Cmaj ['E', 0.59, {'Bb', 'C', 'E'}, 'E']
C_AcusticPlug9_1.wav Cmaj ['D', 0.63, {'Gb', 'C', 'D'}, 'D']
C_AcusticPlug9_2.wav Cmaj ['D', 0.56, {'Bb', 'C', 'D'}, 'D']
C_AcusticPlug9_3.wav Cmaj ['D', 0.42, {'C', 'Eb', 'D'}, 'D']
C_AcusticPlug9_4.wav Cmaj ['D', 0.48, {'A', 'C', 'D'}, 'D']
C_Acustic_Miguel_1.wav Cmaj ['C', 0.22, {'B', 'C', 'E'}, 'C']
C_Acustic_Miguel_2.wav Cmaj ['Cmaj', 0.44, {'G', 'C', 'E'}, 'E']
C_Acustic_Miguel_3.wav Cmaj ['Cmaj', 0.29, {'G', 'C', 'E'}, 'C']
C_Acustic_Miguel_4.wav Cmaj ['Cmaj', 0.24, {'G', 'C', 'E'}, 'C']
C_Classic2_Carolina_1.wav Cmaj ['Cmaj', 0.73, {'G', 'C', 'E'}, 'C']
C_Classic2_Carolina_2.wav Cmaj ['Cmaj', 0.77, {'G', 'C', 'E'}, 'G']
C_Classic2_Carolina_3.wav Cmaj ['Cmaj', 0.79, {'G', 'C', 'E'}, 'G']
C_Classic2_Carolina_4.wav Cmaj ['G', 0.21, {'G', 'C', 'Ab'}, 'G']
C_Classic3_Carolina_1.wav Cmaj ['Cmaj', 0.4, {'G', 'C', 'E'}, 'G']
C_Classic3_Carolina_2.wav Cmaj ['Cmaj', 0.28, {'G', 'C', 'E'}, 'G']
C_Classic3_Carolina_3.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'G']
C_Classic3_Carolina_4.wav Cmaj ['Cmaj', 0.34, {'G', 'C', 'E'}, 'G']
C_ClassicA_Miguel_1.wav Cmaj ['Cmaj', 0.21, {'G', 'C', 'E'}, 'E']
C_ClassicA_Miguel_2.wav Cmaj ['Cmaj', 0.12, {'G', 'C', 'E'}, 'C']
C_ClassicA_Miguel_3.wav Cmaj ['Cmaj', 0.24, {'G', 'C', 'E'}, 'C']
C_ClassicA_Miguel_4.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'C']
C_ClassicCleanGB_JO_1.wav Cmaj ['G', 0.5, {'B', 'G', 'C'}, 'G']
C_ClassicCleanGB_JO_2.wav Cmaj ['Emin', 0.3, {'B', 'G', 'E'}, 'G']
C_ClassicCleanGB_JO_3.wav Cmaj ['Cmaj', 0.52, {'G', 'C', 'E'}, 'G']
C_ClassicCleanGB_JO_4.wav Cmaj ['G', 0.5, {'B', 'G', 'C'}, 'G']
C_Classic_Jegundo_1.wav Cmaj ['Cmaj', 0.73, {'G', 'C', 'E'}, 'E']
C_Classic_Jegundo_2.wav Cmaj ['Cmaj', 0.63, {'G', 'C', 'E'}, 'E']
C_Classic_Jegundo_3.wav Cmaj ['Cmaj', 0.59, {'G', 'C', 'E'}, 'E']
C_Classic_Jegundo_4.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'C']
C_Classic_Miguel_1.wav Cmaj ['Cmaj', 0.27, {'G', 'C', 'E'}, 'C']
C_Classic_Miguel_2.wav Cmaj ['Cmaj', 0.27, {'G', 'C', 'E'}, 'C']
C_Classic_Miguel_3.wav Cmaj ['Cmaj', 0.47, {'G', 'C', 'E'}, 'C']
C_Classic_Miguel_4.wav Cmaj ['Cmaj', 0.38, {'G', 'C', 'E'}, 'E']
C_Classic_Simona_1.wav Cmaj ['Cmaj', 0.66, {'G', 'C', 'E'}, 'C']
C_Classic_Simona_2.wav Cmaj ['Cmaj', 0.57, {'G', 'C', 'E'}, 'E']
C_Classic_Simona_3.wav Cmaj ['Cmaj', 0.69, {'G', 'C', 'E'}, 'C']
C_Classic_Simona_4.wav Cmaj ['C', 0.27, {'B', 'C', 'E'}, 'C']
C_Electric_Fabi_1.wav Cmaj ['Cmaj', 0.13, {'G', 'C', 'E'}, 'C']
C_Electric_Fabi_2.wav Cmaj ['Cmaj', 0.74, {'G', 'C', 'E'}, 'C']
C_Electric_Fabi_3.wav Cmaj ['Csus4', 0.58, {'F', 'G', 'C'}, 'C']
C_Electric_Fabi_4.wav Cmaj ['Cmaj', 0.09, {'G', 'C', 'E'}, 'C']
C_RetroGB_JO_1.wav Cmaj ['Cmaj', 0.34, {'G', 'C', 'E'}, 'E']
C_RetroGB_JO_2.wav Cmaj ['Csus2', 0.58, {'G', 'C', 'D'}, 'G']
C_RetroGB_JO_3.wav Cmaj ['Csus2', 0.64, {'G', 'C', 'D'}, 'G']
C_RetroGB_JO_4.wav Cmaj ['Cmaj', 0.34, {'G', 'C', 'E'}, 'E']
C_RockGB_JO_1.wav Cmaj ['Csus2', 0.33, {'G', 'C', 'D'}, 'G']
C_RockGB_JO_2.wav Cmaj ['Csus2', 0.16, {'G', 'C', 'D'}, 'G']
C_RockGB_JO_3.wav Cmaj ['Csus2', 0.13, {'G', 'C', 'D'}, 'G']
C_RockGB_JO_4.wav Cmaj ['Cmaj', 0.26, {'G', 'C', 'E'}, 'G']
C_RootsGB_JO_1.wav Cmaj ['Cmaj', 0.3, {'G', 'C', 'E'}, 'G']
C_RootsGB_JO_2.wav Cmaj ['Cmaj', 0.29, {'G', 'C', 'E'}, 'G']
C_RootsGB_JO_3.wav Cmaj ['Cmaj', 0.28, {'G', 'C', 'E'}, 'G']
C_RootsGB_JO_4.wav Cmaj ['Cmaj', 0.53, {'G', 'C', 'E'}, 'C']
C_acousticguitar_Mari_1.wav Cmaj ['Cmaj', 0.47, {'G', 'C', 'E'}, 'G']
C_acousticguitar_Mari_2.wav Cmaj ['Cmaj', 0.85, {'G', 'C', 'E'}, 'G']
C_acousticguitar_Mari_3.wav Cmaj ['Cmaj', 0.65, {'G', 'C', 'E'}, 'G']
C_acousticguitar_Mari_4.wav Cmaj ['Cmaj', 0.34, {'G', 'C', 'E'}, 'G']
C_acousticguitar_SalomAndrade_1.wav Cmaj ['C', 0.66, {'B', 'C', 'E'}, 'C']
C_acousticguitar_Salomndrade_2.wav Cmaj ['E', 0.73, {'B', 'C', 'E'}, 'E']
C_acousticguitar_SalomAndrade_3.wav Cmaj ['B', 0.74, {'B', 'C', 'E'}, 'B']
C_acousticguitar_SalomAndrade_4.wav Cmaj ['E', 0.22, {'B', 'C', 'E'}, 'E']
C_acusticGB_JO_1.wav Cmaj ['Cmaj', 0.36, {'G', 'C', 'E'}, 'C']
C_acusticGB_JO_2.wav Cmaj ['Cmaj', 0.37, {'G', 'C', 'E'}, 'C']
C_acusticGB_JO_3.wav Cmaj ['Cmaj', 0.49, {'G', 'C', 'E'}, 'C']
C_acusticGB_JO_4.wav Cmaj ['Cmaj', 0.25, {'G', 'C', 'E'}, 'C']
C_classical_AfonsoLemos_-01.wav Cmaj ['Cmaj', 0.64, {'G', 'C', 'E'}, 'C']
C_classical_AfonsoLemos_-02.wav Cmaj ['Cmaj', 0.69, {'G', 'C', 'E'}, 'C']
C_classical_AfonsoLemos_-03.wav Cmaj ['Cmaj', 0.82, {'G', 'C', 'E'}, 'E']
C_classical_AfonsoLemos_-04.wav Cmaj ['Cmaj', 0.43, {'G', 'C', 'E'}, 'C']
C_classical_henrique_1.wav Cmaj ['Cmaj', 0.64, {'G', 'C', 'E'}, 'E']
C_classical_henrique_2.wav Cmaj ['Cmaj', 0.27, {'G', 'C', 'E'}, 'C']
C_classical_henrique_3.wav Cmaj ['C', 0.66, {'B', 'C', 'E'}, 'C']
C_classical_henrique_4.wav Cmaj ['Cmaj', 0.4, {'G', 'C', 'E'}, 'C']
C_electric_Isabel_1.wav Cmaj ['Cmaj', 0.44, {'G', 'C', 'E'}, 'C']
C_electric_Isabel_2.wav Cmaj ['Cmaj', 0.48, {'G', 'C', 'E'}, 'C']
C_electric_Isabel_3.wav Cmaj ['Cmaj', 0.75, {'G', 'C', 'E'}, 'E']
C_electric_Isabel_4.wav Cmaj ['Cmaj', 0.4, {'G', 'C', 'E'}, 'C']
C_eletricguitar_Mari_1.wav Cmaj ['Cmaj', 0.6, {'G', 'C', 'E'}, 'E']
C_eletricguitar_Mari_2.wav Cmaj ['Cmaj', 0.44, {'G', 'C', 'E'}, 'C']
C_eletricguitar_Mari_3.wav Cmaj ['Cmaj', 0.69, {'G', 'C', 'E'}, 'E']
C_eletricguitar_Mari_4.wav Cmaj ['Cmaj', 0.26, {'G', 'C', 'E'}, 'C']
Dm_AcusticPlug26_1.wav Dmin ['Dmin', 0.69, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug26_2.wav Dmin ['Dmin', 0.43, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug26_3.wav Dmin ['Dmin', 0.84, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug26_4.wav Dmin ['Dmin', 0.52, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug27_1.wav Dmin ['Dmin', 0.92, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug27_2.wav Dmin ['Dmin', 0.72, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug27_3.wav Dmin ['Dmin', 0.86, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug27_4.wav Dmin ['Dmin', 0.57, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug28_1.wav Dmin ['Dmin', 0.59, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug28_2.wav Dmin ['Dmin', 0.33, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug28_3.wav Dmin ['Dmin', 0.47, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug28_4.wav Dmin ['Dmin', 0.63, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug29 _1.wav Dmin ['Dmin', 0.64, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug29_2.wav Dmin ['Dmin', 0.41, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug29_3.wav Dmin ['Dmin', 0.6, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug29_4.wav Dmin ['Dmin', 0.42, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug30 _1.wav Dmin ['Dmin', 0.55, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug30_2.wav Dmin ['Dmin', 0.55, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug30_3.wav Dmin ['Dmin', 0.62, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug30_4.wav Dmin ['Dmin', 0.69, {'F', 'A', 'D'}, 'F']
Dm_AcusticVince_JO_1.wav Dmin ['Dmin', 0.35, {'F', 'A', 'D'}, 'D']
Dm_AcusticVince_JO_2.wav Dmin ['Dmin', 0.36, {'F', 'A', 'D'}, 'A']
Dm_AcusticVince_JO_3.wav Dmin ['Dmin', 0.18, {'F', 'A', 'D'}, 'A']
Dm_AcusticVince_JO_4.wav Dmin ['Dmin', 0.68, {'F', 'A', 'D'}, 'D']
Dm_ClassicVince_JO_1.wav Dmin ['Dmin', 0.62, {'F', 'A', 'D'}, 'A']
Dm_ClassicVince_JO_2.wav Dmin ['Dsus2', 0.25, {'E', 'A', 'D'}, 'D']
Dm_ClassicVince_JO_3.wav Dmin ['Dmin', 0.32, {'F', 'A', 'D'}, 'A']
Dm_ClassicVince_JO_4.wav Dmin ['Dmin', 0.61, {'F', 'A', 'D'}, 'D']
Dm_Classic_Jo_1.wav Dmin ['Dmin', 0.38, {'F', 'A', 'D'}, 'A']
Dm_Classic_Jo_2.wav Dmin ['Dmin', 0.28, {'F', 'A', 'D'}, 'D']
Dm_Classic_Jo_3.wav Dmin ['Dmin', 0.32, {'F', 'A', 'D'}, 'A']
Dm_Classic_Jo_4.wav Dmin ['Dmin', 0.46, {'F', 'A', 'D'}, 'A']
Dm_Electric1_LInda_1.wav Dmin ['D', 0.63, {'A', 'C', 'D'}, 'D']
Dm_Electric1_LInda_2.wav Dmin ['Dsus2', 0.46, {'E', 'A', 'D'}, 'D']
Dm_Electric1_LInda_3.wav Dmin ['D', 0.6, {'E', 'C', 'D'}, 'D']
Dm_Electric1_LInda_4.wav Dmin ['A', 0.57, {'A', 'C', 'D'}, 'A']
Dm_Electric2_LInda_1.wav Dmin ['Dsus2', 0.57, {'E', 'A', 'D'}, 'A']
Dm_Electric2_LInda_2.wav Dmin ['A', 0.51, {'A', 'C', 'D'}, 'A']
Dm_Electric2_LInda_3.wav Dmin ['Dmaj', 0.76, {'Gb', 'A', 'D'}, 'A']
Dm_Electric2_LInda_4.wav Dmin ['A', 0.57, {'G', 'A', 'E'}, 'A']
Dm_AcousticGuitar_RodrigoMercador_1.wav Dmin ['Dmin', 0.34, {'F', 'A', 'D'}, 'D']
Dm_AcousticGuitar_RodrigoMercador_2.wav Dmin ['Dmin', 0.4, {'F', 'A', 'D'}, 'D']
Dm_AcousticGuitar_RodrigoMercador_3.wav Dmin ['Dmin', 0.52, {'F', 'A', 'D'}, 'D']
Dm_AcousticGuitar_RodrigoMercador_4.wav Dmin ['Dmin', 0.63, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug10_1.wav Dmin ['E', 0.82, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug10_2.wav Dmin ['Dmin', 0.57, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug10_3.wav Dmin ['A', 0.72, {'Bb', 'A', 'D'}, 'A']
Dm_AcusticPlug10_4.wav Dmin ['E', 0.66, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug11_1.wav Dmin ['E', 0.74, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug11_2.wav Dmin ['Dsus2', 0.58, {'E', 'A', 'D'}, 'A']
Dm_AcusticPlug11_3.wav Dmin ['A', 0.76, {'Bb', 'A', 'E'}, 'A']
Dm_AcusticPlug11_4.wav Dmin ['E', 0.62, {'Bb', 'F', 'E'}, 'E']
Dm_AcusticPlug12_1.wav Dmin ['Bbdim', 0.4, {'Bb', 'Db', 'E'}, 'E']
Dm_AcusticPlug12_2.wav Dmin ['E', 0.68, {'Bb', 'F', 'A', 'E'}, 'E']
Dm_AcusticPlug12_3.wav Dmin ['Bbdim', 0.58, {'Bb', 'Db', 'E'}, 'E']
Dm_AcusticPlug12_4.wav Dmin ['Bbdim', 0.36, {'Bb', 'Db', 'E'}, 'E']
Dm_AcusticPlug13_1.wav Dmin ['Dmin', 0.66, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug13_2.wav Dmin ['Dmin', 0.65, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug13_3.wav Dmin ['Dmin', 0.8, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug13_4.wav Dmin ['Dmin', 0.44, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug14_1.wav Dmin ['Dmin', 0.79, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug14_2.wav Dmin ['Dmin', 0.73, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug14_3.wav Dmin ['Dmin', 0.82, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug14_4.wav Dmin ['Dmin', 0.56, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug15_1.wav Dmin ['Dmin', 0.79, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug15_2.wav Dmin ['Dmin', 0.42, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug15_3.wav Dmin ['Dmin', 0.54, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug15_4.wav Dmin ['Dmin', 0.58, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug16_1.wav Dmin ['Dmin', 0.75, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug16_2.wav Dmin ['Dmin', 0.76, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug16_3.wav Dmin ['Dmin', 0.9, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug16_4.wav Dmin ['Dmin', 0.61, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug17_1.wav Dmin ['Dmin', 0.71, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug17_2.wav Dmin ['Dmin', 0.55, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug17_3.wav Dmin ['Dmin', 0.87, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug17_4.wav Dmin ['Dmin', 0.59, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug18_1.wav Dmin ['Dmin', 0.84, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug18_2.wav Dmin ['Dmin', 0.71, {'F', 'A', 'D'}, '']
Dm_AcusticPlug18_3.wav Dmin ['Dmin', 0.89, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug18_4.wav Dmin ['Dmin', 0.63, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug19_1.wav Dmin ['Dmin', 0.71, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug19_2.wav Dmin ['Dmin', 0.45, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug19_3.wav Dmin ['Dmin', 0.89, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug19_4.wav Dmin ['Dmin', 0.52, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug1_1.wav Dmin ['E', 0.69, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug1_2.wav Dmin ['D', 0.61, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug1_3.wav Dmin ['Dsus2', 0.94, {'E', 'A', 'D'}, 'E']
Dm_AcusticPlug1_4.wav Dmin ['Dsus2', 0.53, {'E', 'A', 'D'}, 'E']
Dm_AcusticPlug20_1.wav Dmin ['Dmin', 0.83, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug20_2.wav Dmin ['Dmin', 0.7, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug20_3.wav Dmin ['Dmin', 0.79, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug20_4.wav Dmin ['A', 0.42, {'F', 'A', 'E'}, 'A']
Dm_AcusticPlug21_1.wav Dmin ['Dmin', 0.96, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug21_2.wav Dmin ['Dmin', 0.77, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug21_3.wav Dmin ['Dmin', 0.93, {'F', 'A', 'D'}, 'A']
Dm_AcusticPlug21_4.wav Dmin ['Dmin', 0.51, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug22_1.wav Dmin ['Dmin', 0.86, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug22_2.wav Dmin ['Dmin', 0.96, {'F', 'A', 'D'}, '']
Dm_AcusticPlug22_3.wav Dmin ['Dmin', 0.98, {'F', 'A', 'D'}, '']
Dm_AcusticPlug22_4.wav Dmin ['Dmin', 0.47, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug23_1.wav Dmin ['Dmin', 0.82, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug23_2.wav Dmin ['Dmin', 0.76, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug23_3.wav Dmin ['Dmin', 0.96, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug23_4.wav Dmin ['Dmin', 0.64, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug24_1.wav Dmin ['Dmin', 0.67, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug24_2.wav Dmin ['Dmin', 0.68, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug24_3.wav Dmin ['Dmin', 0.86, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug24_4.wav Dmin ['Dmin', 0.49, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug25_1.wav Dmin ['Dmin', 0.77, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug25_2.wav Dmin ['Dmin', 0.91, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug25_3.wav Dmin ['Dmin', 0.84, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug25_4.wav Dmin ['Dmin', 0.53, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug2_1.wav Dmin ['E', 0.63, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug2_2.wav Dmin ['D', 0.66, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug2_3.wav Dmin ['Dsus2', 0.79, {'E', 'A', 'D'}, 'E']
Dm_AcusticPlug2_4.wav Dmin ['Dsus2', 0.51, {'E', 'A', 'D'}, 'E']
Dm_AcusticPlug3_1.wav Dmin ['E', 0.54, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug3_2.wav Dmin ['D', 0.73, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug3_3.wav Dmin ['D', 0.5, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug3_4.wav Dmin ['E', 0.46, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug4_1.wav Dmin ['Dmin', 0.62, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug4_2.wav Dmin ['Dmin', 0.57, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug4_3.wav Dmin ['Dmin', 0.77, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug4_4.wav Dmin ['Dmin', 0.69, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug5_1.wav Dmin ['Dmin', 0.7, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug5_2.wav Dmin ['Dmin', 0.57, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug5_3.wav Dmin ['Dmin', 0.67, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug5_4.wav Dmin ['Dmin', 0.74, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug6_1.wav Dmin ['Dmin', 0.61, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug6_2.wav Dmin ['Dmin', 0.56, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug6_3.wav Dmin ['Dmin', 0.73, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug6_4.wav Dmin ['Dmin', 0.78, {'F', 'A', 'D'}, 'F']
Dm_AcusticPlug7_1.wav Dmin ['F', 0.91, {'F', 'E', 'D'}, 'F']
Dm_AcusticPlug7_2.wav Dmin ['F', 0.65, {'F', 'E', 'D'}, 'F']
Dm_AcusticPlug7_3.wav Dmin ['D', 0.73, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug7_4.wav Dmin ['E', 0.81, {'F', 'E', 'D'}, 'E']
Dm_AcusticPlug8_1.wav Dmin ['D', 0.69, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug8_2.wav Dmin ['Dmin', 0.8, {'F', 'A', 'D'}, '']
Dm_AcusticPlug8_3.wav Dmin ['Dmin', 0.49, {'F', 'A', 'D'}, 'D']
Dm_AcusticPlug8_4.wav Dmin ['D', 0.59, {'F', 'E', 'D'}, 'D']
Dm_AcusticPlug9_1.wav Dmin ['A', 0.72, {'Bb', 'A', 'E'}, 'A']
Dm_AcusticPlug9_2.wav Dmin ['B', 0.63, {'Bb', 'B', 'E'}, 'B']
Dm_AcusticPlug9_3.wav Dmin ['Bb', 0.68, {'Bb', 'F', 'E'}, 'Bb']
Dm_AcusticPlug9_4.wav Dmin ['Bb', 0.85, {'Bb', 'F', 'E'}, 'Bb']
Dm_Acustic_Miguel_1.wav Dmin ['Dsus2', 0.56, {'E', 'A', 'D'}, 'D']
Dm_Acustic_Miguel_2.wav Dmin ['Dmin', 0.17, {'F', 'E', 'A', 'D'}, 'D']
Dm_Acustic_Miguel_3.wav Dmin ['Dsus2', 0.18, {'E', 'A', 'D'}, 'D']
Dm_Acustic_Miguel_4.wav Dmin ['Dmin', 0.13, {'F', 'A', 'D'}, 'D']
Dm_Classic2_Carolina_1.wav Dmin ['Dmin', 0.9, {'F', 'A', 'D'}, 'D']
Dm_Classic2_Carolina_2.wav Dmin ['Dmin', 0.71, {'F', 'A', 'D'}, 'D']
