aPTD DimAug dataset FFT analysis.

File name | Correct chord | Prediction info (chord prediction, threshold, detected notes, strong note)

piano_3_Af_d_f_46.wav Abdim ['Abdim', 0.28, {'D', 'B', 'Ab'}, 'B']
piano_3_Gf_d_f_80.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_94.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_66.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_97.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_83.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_m_68.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_43.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_57.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_54.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_99.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_40.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_59.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_m_80.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_72.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_66.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_94.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_65.wav Gbdim ['Gbdim', 0.74, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_71.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_43.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_57.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_99.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_p_76.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_62.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_89.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_40.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_p_99.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_54.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_68.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_83.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_97.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_66.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_72.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_78.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_53.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_47.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_44.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_89.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_50.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_62.wav Gbdim ['Gb', 0.61, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_90.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_84.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_76.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_87.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_93.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_92.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_86.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_85.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_77.wav Gbdim ['Gb', 0.6, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_63.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_91.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_51.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_88.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_45.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_46.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_79.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_52.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_73.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_67.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_96.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_82.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_69.wav Gbdim ['Gbdim', 0.92, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_55.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_98.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_41.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_p_88.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_63.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_77.wav Gbdim ['Gbdim', 0.45, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_98.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_56.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_42.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_70.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_64.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_67.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_95.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_81.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_58.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_73.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_97.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_65.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_71.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_83.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_72.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_59.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_66.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_54.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_40.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_99.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_m_68.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_49.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_61.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_75.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_57.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_43.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_94.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_59.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_80.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_p_71.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_65.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_44.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_50.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_53.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_78.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_47.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_75.wav Gbdim ['Gb', 0.65, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_87.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_93.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_61.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_90.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_49.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_84.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_85.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_f_48.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_91.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_92.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_60.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_74.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_86.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_46.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_52.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_79.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_51.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_45.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_64.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_70.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_81.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_58.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_95.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_42.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_56.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_74.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_60.wav Gbdim ['Gbdim', 0.46, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_48.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_69.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_98.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_41.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_55.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_67.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_73.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_58.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_70.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_82.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_96.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_64.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_77.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_63.wav Gbdim ['Gbdim', 0.61, {'A', 'Gb', 'C'}, '']
piano_3_Gf_d_f_48.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_60.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_92.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_86.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_74.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_79.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_88.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_m_51.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_45.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_64.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_70.wav Gbdim ['Gbdim', 0.46, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_58.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_52.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_p_46.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_74.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_60.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_91.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_48.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_85.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_f_56.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_42.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_69.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_41.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_55.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_95.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_4_Gf_d_f_58.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_81.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_82.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_70.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_64.wav Gbdim ['Gb', 0.58, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_96.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_65.wav Gbdim ['Gb', 0.66, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_97.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_83.wav Gbdim ['Gbdim', 0.68, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_71.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_80.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_59.wav Gbdim ['Gb', 0.62, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_94.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_54.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_m_40.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_43.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_68.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_57.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_84.wav Gbdim ['Gbdim', 0.97, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_49.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_90.wav Gbdim ['Gbdim', 0.9, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_p_61.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_75.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_47.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_53.wav Gbdim ['Gbdim', 0.85, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_p_59.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_71.wav Gbdim ['Gbdim', 0.55, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_65.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_44.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_50.wav Gbdim ['Gbdim', 0.5, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_89.wav Gbdim ['Gbdim', 0.75, {'A', 'Gb', 'C'}, '']
piano_4_Gf_d_m_78.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_87.wav Gbdim ['Gbdim', 0.47, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_f_75.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_61.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_93.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_62.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_49.wav Gbdim ['Gbmin', 0.52, {'A', 'Gb', 'Db'}, 'Gb']
piano_5_Gf_d_m_76.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_m_60.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_m_74.wav Gbdim ['Gbdim', 0.72, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_77.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_85.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_91.wav Gbdim ['Gbdim', 0.66, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_m_48.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_f_63.wav Gbdim ['Gbmin', 0.69, {'A', 'Gb', 'Db'}, 'Gb']
piano_3_Gf_d_f_88.wav Gbdim ['Gbmin', 0.68, {'A', 'Gb', 'Db'}, 'Gb']
piano_4_Gf_d_m_46.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_m_52.wav Gbdim ['Gbdim', 0.51, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_73.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_67.wav Gbdim ['Gbdim', 0.45, {'A', 'Gb', 'C'}, 'Gb']
piano_3_Gf_d_p_98.wav Gbdim ['Gbdim', 0.49, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_79.wav Gbdim ['Gbdim', 0.92, {'A', 'Gb', 'C'}, 'A']
piano_5_Gf_d_p_45.wav Gbdim ['Gbdim', 0.95, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_88.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_51.wav Gbdim ['Gbdim', 0.88, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_p_63.wav Gbdim ['Gbdim', 0.58, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_p_77.wav Gbdim ['Gbdim', 0.48, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_86.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_p_92.wav Gbdim ['Gbdim', 0.96, {'A', 'Gb', 'C'}, '']
piano_5_Gf_d_f_41.wav Gbdim ['Gbdim', 0.77, {'A', 'Gb', 'C'}, 'A']
piano_4_Gf_d_f_98.wav Gbdim ['Gb', 0.59, {'Gb', 'C', 'E'}, 'Gb']
piano_5_Gf_d_f_55.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_56.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_69.wav Gbdim ['Gbdim', 0.78, {'A', 'Gb', 'C'}, 'A']
piano_3_Gf_d_m_42.wav Gbdim ['Gbdim', 0.54, {'A', 'Gb', 'C'}, 'Gb']
piano_5_Gf_d_f_82.wav Gbdim ['Gbdim', 0.76, {'A', 'Gb', 'C'}, 'C']
piano_5_Gf_d_f_96.wav Gbdim ['Gbdim', 0.81, {'A', 'Gb', 'C'}, 'C']
piano_3_Gf_d_m_95.wav Gbdim ['Gbdim', 0.56, {'A', 'Gb', 'C'}, 'Gb']
piano_4_Gf_d_f_67.wav Gbdim ['Gb', 0.6, {'Gb', 'C', 'E'}, 'Gb']
piano_4_Gf_d_f_73.wav Gbdim ['Gb', 0.57, {'Gb', 'C', 'E'}, 'Gb']
piano_3_Gf_d_m_81.wav Gbdim ['Gbdim', 0.69, {'A', 'Gb', 'C'}, 'Gb']
