Amin ['Amin', 0.46, {'A', 'E', 'C'}, 'E']
Emin ['B', 0.31, {'Bb', 'D', 'B'}, 'B']
Emin ['B', 0.2, {'Bb', 'A', 'B'}, 'B']
Emin ['Esus4', 0.27, {'A', 'E', 'B'}, 'B']
Emin ['Bb', 0.5, {'Bb', 'D', 'B'}, 'Bb']
Emin ['B', 0.36, {'Bb', 'D', 'B'}, 'B']
Emin ['B', 0.22, {'Bb', 'A', 'B'}, 'B']
Emin ['B', 0.31, {'A', 'D', 'B'}, 'B']
Emin ['Bb', 0.66, {'Bb', 'A', 'D'}, 'Bb']
Emin ['Bb', 0.81, {'Bb', 'D', 'B'}, 'Bb']
Emin ['B', 0.62, {'A', 'B', 'C'}, 'B']
Emin ['B', 0.77, {'A', 'B', 'C'}, 'B']
Emin ['Bb', 0.64, {'Bb', 'D', 'C'}, 'Bb']
Emin ['B', 0.36, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.35, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.49, {'D', 'E', 'B'}, 'B']
Emin ['Dsus2', 0.56, {'A', 'D', 'E'}, 'E']
Emin ['Emin', 0.12, {'Bb', 'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.11, {'G', 'E', 'B'}, 'B']
Emin ['Esus4', 0.1, {'A', 'E', 'B'}, 'B']
Emin ['E', 0.49, {'Bb', 'B', 'E'}, 'E']
Emin ['Emin', 0.06, {'Bb', 'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.05, {'G', 'B', 'E'}, 'B']
Emin ['B', 0.06, {'B', 'E', 'C'}, 'B']
Emin ['E', 0.45, {'Bb', 'B', 'E'}, 'E']
Emin ['B', 0.3, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.22, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.37, {'D', 'E', 'B'}, 'B']
Emin ['E', 0.58, {'B', 'D', 'E'}, 'E']
Emin ['Emin', 0.12, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.1, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.14, {'G', 'E', 'B'}, 'B']
Emin ['E', 0.46, {'B', 'E', 'C'}, 'E']
Emin ['B', 0.11, {'Bb', 'E', 'B'}, 'B']
Emin ['Emin', 0.11, {'G', 'E', 'B'}, 'B']
Emin ['B', 0.1, {'E', 'B', 'C'}, 'B']
Emin ['Emin', 0.37, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.29, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.27, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.34, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.44, {'G', 'B', 'E'}, 'E']
Emin ['D', 0.77, {'Bb', 'D', 'B'}, 'D']
Emin ['Dsus2', 0.36, {'A', 'Bb', 'D', 'E', 'B'}, 'B']
Emin ['B', 0.52, {'D', 'E', 'B'}, 'B']
Emin ['D', 0.43, {'Bb', 'D', 'C'}, 'D']
Emin ['B', 0.26, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.25, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.36, {'D', 'E', 'B'}, 'B']
Emin ['E', 0.51, {'B', 'D', 'E'}, 'E']
Emin ['Emin', 0.11, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.11, {'G', 'E', 'B'}, 'B']
Emin ['Esus4', 0.09, {'A', 'B', 'E'}, 'B']
Emin ['Emin', 0.36, {'G', 'B', 'E'}, 'E']
Emin ['Esus4', 0.14, {'A', 'E', 'B'}, 'B']
Emin ['Esus4', 0.14, {'A', 'E', 'B'}, 'B']
Emin ['Esus4', 0.18, {'A', 'E', 'B'}, 'B']
Emin ['Esus4', 0.41, {'A', 'B', 'E'}, 'E']
Emin ['Emin', 0.19, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.12, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.1, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.37, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.18, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.18, {'G', 'E', 'B'}, 'B']
Emin ['Cmaj', 0.14, {'G', 'E', 'B', 'C'}, 'B']
Emin ['Emin', 0.37, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.14, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.14, {'G', 'E', 'B'}, 'B']
Emin ['B', 0.12, {'D', 'E', 'B'}, 'B']
Emin ['Emin', 0.36, {'G', 'B', 'E'}, 'E']
Emin ['D', 0.68, {'Bb', 'D', 'B'}, 'D']
Emin ['B', 0.38, {'A', 'D', 'B'}, 'B']
Emin ['B', 0.47, {'D', 'E', 'B'}, 'B']
Emin ['D', 0.45, {'Bb', 'D', 'C'}, 'D']
Emin ['B', 0.62, {'Bb', 'D', 'B'}, 'B']
Emin ['B', 0.34, {'Bb', 'A', 'B'}, 'B']
Emin ['Esus4', 0.35, {'A', 'E', 'B'}, 'B']
Emin ['Bb', 0.61, {'Bb', 'D', 'E'}, 'Bb']
Emin ['Esus2', 0.58, {'Gb', 'E', 'B'}, 'E']
Emin ['Emin', 0.51, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.53, {'G', 'E', 'B'}, 'B']
Emin ['Esus2', 0.54, {'Gb', 'E', 'B'}, 'E']
Emin ['Esus2', 0.86, {'Gb', 'E', 'B'}, 'E']
Emin ['B', 0.51, {'Gb', 'G', 'B'}, 'B']
Emin ['Esus2', 0.67, {'Gb', 'E', 'B'}, '']
Emin ['Esus2', 0.61, {'Gb', 'E', 'B'}, 'E']
Emin ['B', 0.36, {'Bb', 'E', 'B'}, 'B']
Emin ['Esus4', 0.27, {'A', 'E', 'B', 'C'}, 'B']
Emin ['Esus4', 0.42, {'A', 'E', 'B'}, 'B']
Emin ['E', 0.56, {'Bb', 'E', 'B'}, 'E']
Emin ['B', 0.48, {'Bb', 'D', 'B'}, 'B']
Emin ['B', 0.34, {'A', 'B', 'C'}, 'B']
Emin ['Esus4', 0.5, {'A', 'E', 'B'}, 'B']
Emin ['Bb', 0.76, {'Bb', 'D', 'E'}, 'Bb']
Emin ['Esus2', 0.43, {'Gb', 'E', 'B'}, 'B']
Emin ['Emin', 0.22, {'G', 'E', 'B'}, 'B']
Emin ['B', 0.23, {'E', 'B', 'C'}, 'B']
Emin ['E', 0.38, {'Bb', 'E', 'B'}, 'E']
Emin ['B', 0.5, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.28, {'D', 'E', 'B'}, 'B']
Emin ['B', 0.34, {'D', 'E', 'B'}, 'B']
Emin ['D', 0.61, {'Bb', 'D', 'E'}, 'D']
Emin ['Emin', 0.11, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.13, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.19, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.35, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.92, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.67, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.84, {'G', 'E', 'B'}, '']
Emin ['G', 0.36, {'G', 'E', 'Ab'}, 'G']
Emin ['Emin', 0.45, {'G', 'E', 'B'}, 'G']
Emin ['Emin', 0.22, {'G', 'E', 'B'}, 'G']
Emin ['Emin', 0.31, {'G', 'E', 'B'}, 'G']
Emin ['Emin', 0.29, {'G', 'E', 'B'}, 'G']
Emin ['B', 0.26, {'D', 'E', 'B'}, 'B']
Emin ['Emin', 0.14, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.18, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.37, {'G', 'E', 'B'}, 'B']
Emin ['Esus4', 0.64, {'A', 'B', 'E'}, 'A']
Emin ['Esus4', 0.56, {'A', 'B', 'E'}, 'A']
Emin ['Esus4', 0.76, {'A', 'B', 'E'}, 'E']
Emin ['Emaj', 0.83, {'Ab', 'E', 'B'}, 'B']
Emin ['Emin', 0.45, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.39, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.56, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.33, {'G', 'E', 'B'}, 'B']
Emin ['Esus2', 0.21, {'Gb', 'B', 'E'}, 'B']
Emin ['Emin', 0.21, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.24, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.38, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.45, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.14, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.53, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.52, {'G', 'B', 'E'}, 'B']
Emin ['B', 0.09, {'Eb', 'E', 'B'}, 'B']
Emin ['Emaj', 0.17, {'Ab', 'E', 'B'}, 'B']
Emin ['B', 0.17, {'Eb', 'E', 'B'}, 'B']
Emin ['Emin', 0.27, {'G', 'E', 'B'}, 'B']
Emin ['E', 0.31, {'B', 'D', 'E'}, 'E']
Emin ['Emaj', 0.48, {'B', 'E', 'Ab'}, 'B']
Emin ['Emaj', 0.38, {'B', 'E', 'Ab'}, 'B']
Emin ['Emaj', 0.17, {'B', 'E', 'Ab'}, 'E']
Emin ['Emin', 0.62, {'G', 'B', 'E'}, 'G']
Emin ['Emin', 0.86, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.77, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.39, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.36, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.35, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.35, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.38, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.44, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.49, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.57, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.27, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.25, {'G', 'B', 'E'}, 'B']
Emin ['B', 0.38, {'B', 'D', 'E'}, 'B']
Emin ['E', 0.49, {'D', 'E', 'B'}, 'E']
Emin ['Emin', 0.14, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.22, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.22, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.27, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.4, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.68, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.49, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.46, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.4, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.17, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.15, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.21, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.12, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.57, {'G', 'B', 'E'}, 'B']
Emin ['Emin', 0.76, {'G', 'E', 'B'}, 'B']
Emin ['Emin', 0.63, {'G', 'E', 'B'}, 'E']
Emin ['Emin', 0.35, {'G', 'B', 'E'}, 'E']
Emin ['Esus2', 0.45, {'Gb', 'E', 'B'}, 'E']
Emin ['Emin', 0.49, {'G', 'B', 'E'}, 'G']
Emin ['Emin', 0.63, {'G', 'B', 'E'}, 'E']
Emin ['Emin', 0.24, {'G', 'B', 'E'}, 'E']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, '']
Fmaj ['Fmaj', 0.27, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.34, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.22, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.17, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.22, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.35, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.16, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.1, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.17, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.51, {'A', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.2, {'G', 'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.11, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.21, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.44, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.24, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.4, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.28, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.57, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.64, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.82, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.53, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.6, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.62, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.49, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.59, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.53, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.54, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.82, {'A', 'F', 'C'}, '']
Fmaj ['Fmaj', 0.63, {'A', 'F', 'C'}, 'F']
Fmaj ['Cmaj', 0.6, {'G', 'E', 'C'}, 'E']
Fmaj ['E', 0.5, {'Bb', 'E', 'C'}, 'E']
Fmaj ['Amin', 0.54, {'A', 'E', 'C'}, 'E']
Fmaj ['E', 0.62, {'A', 'E', 'F'}, 'E']
Fmaj ['E', 0.81, {'Bb', 'A', 'E'}, 'E']
Fmaj ['A', 0.81, {'A', 'Eb', 'E'}, 'A']
Fmaj ['Amin', 0.67, {'A', 'E', 'C'}, 'A']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.46, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.37, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.48, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.34, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.21, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.25, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.45, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.32, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.23, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.27, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'A']
Fmaj ['Amin', 0.36, {'A', 'E', 'C'}, 'A']
Fmaj ['Fmaj', 0.53, {'A', 'F', 'C'}, '']
Fmaj ['Amin', 0.4, {'A', 'E', 'C'}, 'A']
Fmaj ['A', 0.35, {'A', 'E', 'F'}, 'A']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.36, {'A', 'F', 'C'}, 'C']
Fmaj ['F', 0.35, {'A', 'E', 'F'}, 'F']
Fmaj ['Fmaj', 0.2, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.15, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.13, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.09, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.13, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.45, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.22, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.29, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.12, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.39, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.23, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.17, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.23, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.43, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.35, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.43, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.51, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.32, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.34, {'A', 'F', 'C'}, 'C']
Fmaj ['Dbaug', 0.48, {'Db', 'A', 'F'}, 'F']
Fmaj ['Csus4', 0.26, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.17, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.24, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.4, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.28, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.23, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.28, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.32, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.28, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.33, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.37, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.35, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.3, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.36, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.35, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.22, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.34, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.5, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.33, {'A', 'F', 'C'}, 'C']
Fmaj ['Dbaug', 0.51, {'Db', 'A', 'F'}, 'F']
Fmaj ['Fmaj', 0.8, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.5, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.57, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.48, {'A', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.47, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.44, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.6, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.33, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.47, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.35, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.42, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.28, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.5, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.24, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.45, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.77, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.44, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.37, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.14, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.26, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.36, {'A', 'F', 'C'}, 'F']
Fmaj ['Amin', 0.71, {'A', 'E', 'C'}, 'E']
Fmaj ['Amin', 0.78, {'A', 'E', 'C'}, 'C']
Fmaj ['Amin', 0.79, {'A', 'E', 'C'}, 'E']
Fmaj ['Dsus2', 0.59, {'A', 'D', 'E'}, 'E']
Fmaj ['Fmaj', 0.25, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.3, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.21, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.37, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.57, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.47, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.61, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.71, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.79, {'A', 'F', 'C'}, '']
Fmaj ['Fmaj', 0.27, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.2, {'A', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.14, {'G', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.24, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.47, {'A', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.77, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.64, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.73, {'G', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.68, {'G', 'F', 'C'}, 'G']
Fmaj ['Fmaj', 0.4, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.48, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.48, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.66, {'A', 'F', 'C'}, 'A']
Fmaj ['Fmaj', 0.2, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.23, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.55, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.39, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmin', 0.07, {'F', 'Ab', 'C'}, 'C']
Fmaj ['Fmaj', 0.5, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.76, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.21, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.21, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.33, {'A', 'F', 'C'}, 'C']
Fmaj ['E', 0.44, {'A', 'E', 'F'}, 'E']
Fmaj ['Csus4', 0.48, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.46, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.47, {'A', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.29, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.24, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.33, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.19, {'A', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.36, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.33, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.48, {'G', 'F', 'C'}, 'F']
Fmaj ['Csus4', 0.35, {'G', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.7, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.44, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.42, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.59, {'A', 'F', 'C'}, 'C']
Fmaj ['A', 0.34, {'A', 'G', 'C'}, 'A']
Fmaj ['Fmaj', 0.44, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.36, {'A', 'F', 'C'}, 'C']
Fmaj ['A', 0.22, {'A', 'B', 'C'}, 'A']
Fmaj ['Fmaj', 0.39, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.43, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.41, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.45, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.31, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.65, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.48, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.55, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.32, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.37, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.27, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.38, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.45, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.77, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.74, {'A', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.22, {'A', 'F', 'C'}, 'F']
Fmaj ['Fmaj', 0.28, {'A', 'F', 'C'}, 'C']
Fmaj ['Csus4', 0.3, {'G', 'F', 'C'}, 'C']
Fmaj ['Fmaj', 0.74, {'A', 'F', 'C'}, 'F']
Gmaj ['Gmaj', 0.87, {'G', 'D', 'B'}, 'B']
